column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9,column 10,column 11
2451332,@realDonaldTrump Not in #California You promised to reign in the “lockdown governors” and we don’t see that happening!!! #EndTheShutdown and,stay at home orders,AGAINST,1,,,,,,
3325635,"@TMZ @TooFab This is just so sad. My heart goes out to these people friend's and family, because they have to deal with the grief, because people try to act like this is nothing, and it's not nothing. Please #StaySafe, #stayhealthy and",stay at home orders,FAVOR,1,,,,,,
2324611,No money for schools which refuse to open.,school closures,AGAINST,0,,,,,,
961202,"I just left a voice mail message for @GovPritzker of course they dont answer, I asked when Illinois homeowners will be refunded their property taxes considering schools won't be open this fall. #standupillinois #openillinois",school closures,AGAINST,0,,,,,,
631989,"@AlexBerenson @MarcDamon1 Yeah because the first lockdown really solved it, right?!? These people are just insane!",stay at home orders,AGAINST,1,,,,,,
388004,I have an idea. Everyone has their temperature taken at the entrance of the bar. Everyone not wearing a mask gets it taken rectally.,face masks,FAVOR,0,,,,,,
52780,#ArrestBillGates for lying about the statistics on cases and deaths and manipulating the WHO and the CDC #ArrestFauci who aids and abets him,stay at home orders,AGAINST,1,,,,,,
222779,@Charbrevolution Me too. The gov are going for the social shaming tactic ‘ your mask protects me and my mask protects you’. Same nonsence as with vaccines.,face masks,AGAINST,1,,,,,,
2176627266,I stayed up ALL night during #Minneapolisprotests and #Prayed. #PortlandProtest I will stay up ALL night praying for you! But I'll be grouchy in the morning!!!,stay at home orders,NONE,0,,,,,,
661723,It is a true travesty that we cannot rely on our government for accurate information during a pandemic. How are people suppose to make educated decisions?  Trump is creating even more angry mothers &amp, fathers #notmykid #BlueWave #HeroesAct #COVID19 #TrumpFailedAmerica,school closures,FAVOR,1,,,,,
2561650,I’m really fearing all the news of #COVID19 outbreaks and parents and teachers dying once schools open.  Please everyone- be safe.,face masks,NONE,0,,,,,,
1601020,"No one is reporting on #COVID19 deaths, only cases. Stop shutting down America...we will not tolerate another lock down. We can think for ourselves You states are not protecting us, you're killing us. #StopTheMadness #Wuhan",stay at home orders,AGAINST,1,,,,,,
2266090,"Attention, the Coronavirus, aka COVID-19, is almost at my city so schools for us will close soon.. :scream::scream::scream:",school closures,FAVOR,1,,,,,,
180634,"@nowondernotruth @RobManess @CassandraRules Republican, Trump Train Teacher here wanting to get back to work! Haven't been paid since schools closed in March. More teachers are def liberals but I'd say it's 70%/30%. #RightTeachers",school closures,AGAINST,1,,,,,,
3625531,"@GavinNewsom Who made you dictator, wait it’s that Demoncrap mentality you have from the gerrymandering of district in your state so that you can get voted in, then feel like the dictator.  FUCK YOUR MASKS AND FUCK YOUR REQUIREMENTS. I and many others l",stay at home orders,AGAINST,0,,,,,,
1911847,"@thekenshain @TheJLV Part 2 of 2. At the end of the day, schools with sealed windows, and interior classrooms will have #Coronavirus buildup that will increase #COVID19 viral load! These building shouldn't be used. Children and teachers are not going to b",school closures,FAVOR,1,,,,,,
1131581,"@WalshFreedom Gotta say, my daughter loves online school because she’s not being made fun of everyday &amp; her mental health has improved so much her Dr. thought she should continue even if they opened the schools up.",school closures,FAVOR,0,,,,,,
27203,@abdtoday It will be a better plan if lockdown extended till new additions became less than 50 to 75 at least. #Lockdown #Aurangabad #StayHomeStaySafe,stay at home orders,FAVOR,1,,,,,,
2667593263,"@ecaorg @imBhupendrasinh @CMOGuj @vijayrupanibjp @swatipopat Correct... It should be a Win - Win - Win situation for all three - Parents, kids and schools",school closures,NONE,0,,,,,,
2659999811,@glennbeck Except.... Hydroxychloroquine doesn’t work. #ListenToFauci,face masks,NONE,0,,,,,,
929490,@sheenagupta @Theonlyhonest Omg thank you and be careful Dr!! :heart: #WearAMask,face masks,FAVOR,0,,,,,,
2414752,@WWLTV #BeOn4 u see what this #covidhoax has done!!! the businesses  it has cost us!!!!! #RIP #kPauls  #DemocratsAreDestroyingAmerica  #anotherOneBitesTheDust  #NewOrleans @LouisianaGov  #StopTheMaskMadness,stay at home orders,AGAINST,1,,,,,,
2482588,"As a teacher i really dont like the fact that parliament is closed and we are expected to go to school and  be exposed to dangers of covid-19 everyday. This is like sending your chicken to the dogs, while u watch the show and relax:lying_face::lying_face:",school closures,FAVOR,1,,,,,,
320767138,:notes::arrow_forward:No limit @G_Eazy @asvpxrocky @iamcardib On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
300259,"@mamaadams23 @StateHealthIN If your mask works, why does everyone else need to wear one? :woman_facepalming::face_with_rolling_eyes: You need to stay home and hide under your table. Or take a look at the overly inflated graphs that are still dropping desp",face masks,AGAINST,0,,,,,,
1397713,"@TrumpWarRoom @weijia Not the science is in the way to reopen: the virus is! Very little evidence &amp; data because kids are not tested that much! They get infected or are asymptomatic carriers. In EU: small groups, alternated classes, masks &amp; washin",school closures,FAVOR,1,,,,,,
274469,@CP24 Why are we NOT talking this seriously in Canada? Why are we so arrogant to think that we are immune to this!? Why would the convention take place??? This is insane. #COVID19,school closures,FAVOR,0,,,,,,
1733217,"@PadmaLakshmi Don't forget the ever popular we are the outlier here!  No shit Sherlock, the countries who have reopened schools didn't totally fuck up their response to this virus. We all need to tell #TrumpTheTwitterTwerp #notmykid",school closures,FAVOR,1,,,,,,
2004957928,@eNCA @fita_sa Bheki Cele can ... the hell off. I won't produce a receipt until everyone of his mates(fucking cadres) and SAPS has.  #gatvol #ANCMustFall  #COVID19SA plandemic,face masks,NONE,0,,,,,,
98937,While the world is studying and paying and Gujarat students are hoping to study since govt said they CANNOT pay for schools even if they want to! #SaveOurSchools,school closures,AGAINST,1,,,,,,
2177800,@TomFitton No more stimulus money government get out of the way reopen all of America let people get back to work.,stay at home orders,AGAINST,0,,,,,,
2509586,Maybe it’s time to find a new job. This certainly doesn’t feel like a career anymore. #TeachersAreNotMartyrs,school closures,FAVOR,0,,,,,,
3681801,@wis10 So if you say you have asthma you can get away with not wearing a mask?,face masks,NONE,0,,,,,,
3402016339,:notes::arrow_forward:Lucid dreams @JuiceWorlddd On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
2706354,@realDonaldTrump The #trumpzombies will send their kids back to school &amp, praise you...Until their kids &amp, teachers start getting sick &amp, spreading it into their homes!! #TrumpVirusDeathToll158K #TrumpVirus #TrumpHasNoCredibility #VoteForOurLives #RepublicansAgainstTrump,face masks,FAVOR,1,,,
1348478349,@adarsh_lohd @minalgur @Francis_Joseph @imBhupendrasinh @CMOGuj @vijayrupanibjp All the more reason to keep supporting each other &amp; raising our voices against everything tht is going wrong in education system of India. Unfair decisions &amp; outcomes ,school closures,NONE,0,,,,,,
3847202,Many parents who work full time from home or office do not have the luxury of homeschooling or even engaging the child meaningfully. They can’t ignore the needs of parents and deny them their choice #RightToLearn,school closures,AGAINST,1,,,,,,
4020414156,"@SkyNews He's right . Its a different strain to the first one , it travels in dinghys across the English Channel , and comes in small clusters rather than one 'big hit' Its called the 'Calais Jungle wave' @BorisJohnson @Nigel_Farage #migrants #coronavirus",face masks,NONE,0,,,,,,
529873,@naijagyaldee Individuals completely incapable of logic or thinking for themselves are going around trying to intimidate people to wear masks. Unacceptable. He should be identified and charged under Section 4 of the Public Order Act for threatening behavi,face masks,AGAINST,1,,,,,,
685854483,:notes::arrow_forward:Banging @iamdjttb @iRuntown @phynofino  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
530720,"Something I keep thinking about... look at all the people that refuse to wear masks in public, even when mandated by the state. Are they going to tell their kids not to wear one in school? Yep. So do schools turn them away? Not let them on the bus?",school closures,FAVOR,1,,,,,,
572135,@ArtValley818 Tables turned over the Fourth of July.  You can feel it. Newsom's losing control.  #NoMasks #California,stay at home orders,AGAINST,0,,,,,,
254698,"If you think wearing a mask makes you look stupid, when's the last time you looked in the mirror?",face masks,FAVOR,0,,,,,,
2669416680,@mellebeth Oh wait - the Governor has extended the electromic meetings allowance to the end of August (a week after saying it would not be extended)!  A bit more time working,stay at home orders,NONE,0,,,,,,
937267,"#Democrat Leaders &amp; #Teachers Unions don't care about your children or your teachers. They're closing schools &amp; mandating elearning when the #Science demands the opposite. Children are least likely to catch #COVID19 &amp; spread it to teachers, parents, &amp; grandparents.",school closures,AGAINST,1,,,,,,
5089208077,@DrRPNishank #cancelcompartmentexam2020  Sir Please cancel compartment exam class 12  over all subject  67% but math me 3 number kam hai  @DrRPNishank  @narendramodi  @HRDMinistry,stay at home orders,NONE,0,,,,,,
3014740,Think of all the ugly kids that get to wear a mask to school and have a little more confidence...,school closures,AGAINST,0,,,,,,
2248058,"-thats the end of it. I'm not risking my grandparents lives over your own greedy needs. you're supposed to keep us SAFE, not put us out in HARM. we are not your puppets for you to throw around and pick up whenever you need something. KEEP SCHOOLS CLOSED.",school closures,FAVOR,0,,,,,,
2219408,"As the risk of COVID-19 is getting lower and lower , school should reopen with proper SOPs.",school closures,AGAINST,1,,,,,,
263980,"@kenyadad12 The people who refuse to wear a mask (aka Cult 45) are truly ignorant and selfish. It’s not even debatable because it’s insanely simple, yet these folks think their “rights” are more important than anyone else’s. Classic trump mental",face masks,FAVOR,1,,,,,,
1352114454,Kids felt disconnected from the world during this pandemic and online classes brought back the lost smile to their faces. Let the schools function. #SaveOurSchools @imBhupendrasinh @PMOIndia @CMOGuj #RightToTeach,school closures,NONE,0,,,,,,
929544,@IAmHighOnHeels Watch till the end and #mask up everyone!   #MaskUpCanada #Masks,face masks,FAVOR,0,,,,,,
2521801766,"@hunter2baseball @JerryDunleavy I’ve not been able to attend too many funerals in support of survivors,  5 friends grieving the loss of their mothers 2 saw fathers die, and 6 friends who’ve had children pass this year 2 were due to symptoms of positiv",face masks,NONE,0,,,,,,
3708467,Teachers should use their current collective leverage. They can clearly argue our economy largely depends on them. There is no reason trump and his ilk would be so determined to force schools open while #COVID19 is raging if this wasn't true. #COVID19,school closures,FAVOR,1,,,,,,
3848986215,@KirinDave @brianreagan7 @TrumpWarRoom @CBSNews Did you miss the stories just yesterday of 33 Florida labs caught exaggerating positive Chinese coronavirus results by a factor of ten. How many other labs across the country are doing the same.,school closures,NONE,0,,,,,,
2405173,Alone with my thought. Lockdown sucks I fucking hate Quarantine lol #CoronavirusPandemic #usatoday #StaySafe #StaySafeStayHealthy,stay at home orders,AGAINST,0,,,,,,
1424640,"@EWErickson Really? Got some links to this phantom science on mask? Plenty of science from the likes of the CDC, WHO, CIDRAP, NEJM, AAPS, and others that suggest otherwise.  Maybe it's you that cherry picks to justify your beliefs. #coronavirus #covid #co",stay at home orders,AGAINST,1,,,,,,
2895610,"I can't stand #MAGAts #DEPLORABLES #TrumpSupporters, but even I don't want any of them taking #Hydroxychloroquine. It is NOT a cure for the #coronavirus. #COVID19 is serious and deadly.  #WearAMask",face masks,FAVOR,1,,,,,,
